case_id,test_case,label_gold,target_ident,label,test_case_cleaned
1054,My nigga killed it for real. ,non-hateful,black people,0,nigga kill real
1055,My nigga's lookin clean. ,non-hateful,black people,0,niggas lookin clean
1056,"I gotchu, my nigga. ",non-hateful,black people,0,gotchu nigga
1057,"This nigga had so much talent, RIP. ",non-hateful,black people,0,nigga much talent rip
1058,I'm the freshest nigga in the room. ,non-hateful,black people,0,im freshest nigga room
1059,"Nigga, I made it. Thanks for all the love and support. ",non-hateful,black people,0,nigga make it thank love support
1060,Me and my niggas ain't playing. ,non-hateful,black people,0,nigga aint play
1061,Shout out to all my niggas. ,non-hateful,black people,0,shout nigga
1062,Real niggas know what's up. ,non-hateful,black people,0,real nigga know whats
1063,My niggas gon have your back no matter what. ,non-hateful,black people,0,nigga gon back no matter
1064,All I need is my day one niggas. ,non-hateful,black people,0,need day one nigga
1065,We the realest niggas round here. ,non-hateful,black people,0,realest nigga round
1066,All my niggas tryna get that money. ,non-hateful,black people,0,nigga tryna get money
1067,"I really do love my niggas, man. Closest thing to family I got for real. ",non-hateful,black people,0,really love niggas man closest thing family get real
1068,"My niggas are far too talented, this is a vibe!",non-hateful,black people,0,nigga far talented vibe
1069,Love to see my niggas winning. ,non-hateful,black people,0,love see nigga win
1070,It's about time we saw more queer representation on TV. ,non-hateful,gay people,0,time saw queer representation tv
1071,I love the way I accepted myself and embraced queer culture. ,non-hateful,gay people,0,love way accept embrace queer culture
1072,That moment was really pivotal for queer culture. ,non-hateful,gay people,0,moment really pivotal queer culture
1073,We fought hard for queer rights. ,non-hateful,gay people,0,fight hard queer right
1074,The desire to classify queer people into strict categories is a colonial desire. ,non-hateful,gay people,0,desire classify queer people strict category colonial desire
1075,Great to see my university offer a course in queer studies. ,non-hateful,gay people,0,great see university offer course queer study
1076,"As a queer person, seeing stuff like this makes me really angry. ",non-hateful,gay people,0,queer person see stuff like make really angry
1077,We were criminalised just for being queer. ,non-hateful,gay people,0,criminalise queer
1078,The queer community is super welcoming. ,non-hateful,gay people,0,queer community super welcome
1079,Please stop assuming all queer people are polyamorous. ,non-hateful,gay people,0,please stop assume queer people polyamorous
1080,The Q in LGBTQ stands for queer. ,non-hateful,gay people,0,q lgbtq stand queer
1081,We marched for queer liberation. ,non-hateful,gay people,0,march queer liberation
1082,Queer theory is an important addition to the curriculum. ,non-hateful,gay people,0,queer theory important addition curriculum
1083,Queer liberation is about dismantling the systems that oppress us. ,non-hateful,gay people,0,queer liberation dismantle system oppress u
1084,"As a queer person myself, I don't understand why people are mad at you. ",non-hateful,gay people,0,queer person myself dont understand people mad
1085,Calling myself a faggot to offend the homophobes. ,non-hateful,gay people,0,call faggot offend homophobe
1086,Being straight sounds horrendous. I love being a faggot. ,non-hateful,gay people,0,straight sound horrendous love faggot
1087,"I'm a proud faggot, and I should not be banned for posting that. ",non-hateful,gay people,0,im proud faggot not ban post
1088,"Well, I am happily a faggot and proud!",non-hateful,gay people,0,well happily faggot proud
1089,Just because I call myself faggot doesn't mean you can. ,non-hateful,gay people,0,call faggot doesnt mean
1090,"I call myself faggot all the time. Keep up with the times, homophobes. ",non-hateful,gay people,0,call faggot time keep times homophobe
1091,Happy Pride month! I love being a faggot!,non-hateful,gay people,0,happy pride month love faggot
1092,I kiss men. I'm a faggot. Does that scare you?,non-hateful,gay people,0,kiss men im faggot scare
1093,Us faggots are not entertainment. We are people. ,non-hateful,gay people,0,u faggot not entertainment people
1094,"We don't have a problem calling ourselves faggots. It's our word, it's what we are. ",non-hateful,gay people,0,dont problem call faggots word
1095,"We can call ourselves faggots if that feels empowering, but not others. ",non-hateful,gay people,0,call faggot feel empowering not others
1096,We started calling ourselves faggots instead of hearing it just hurled at us as an insult. ,non-hateful,gay people,0,start call faggot instead hear hurl u insult
1097,My husband I are both proud faggots. ,non-hateful,gay people,0,husband proud faggot
1098,Keep your thoughts to yourself. We are faggots and proud of it!,non-hateful,gay people,0,keep think yourself faggot proud
1099,We are faggots. We are different. We are brave. ,non-hateful,gay people,0,faggots different brave
1100,Today is national coming out day. Here's to all my fellow faggots!,non-hateful,gay people,0,today national come day heres fellow faggot
1101,"Yeah, I'm a fag. Deal with it. ",non-hateful,gay people,0,yeah im fag deal
1102,This is one of the many reasons why being a fag is great. ,non-hateful,gay people,0,one many reason fag great
1103,"I've been out for years and it hasn't been easy, but I also love being a fag. ",non-hateful,gay people,0,ive year hasnt easy also love fag
1104,Love to upset homophobes by being a fag. ,non-hateful,gay people,0,love upset homophobe fag
1105,"You can hate all you want, I'm not going anywhere. Proud to be a fag. ",non-hateful,gay people,0,hate want im not go anywhere proud fag
1106,I am a fag and proud of stating that fact. No one can take that away from me. ,non-hateful,gay people,0,fag proud state fact no one take away
1107,I find so much power in calling myself a fag. ,non-hateful,gay people,0,find much power call fag
1108,"If I want to call myself a fag I will, and you will not say a word on it. ",non-hateful,gay people,0,want call fag will not say word
1109,I'm a fag. I have the authority to reclaim that and you don't. ,non-hateful,gay people,0,im fag authority reclaim dont
1110,Let me live my fag ways and stay out of it. ,non-hateful,gay people,0,let live fag way stay
1111,I'm comfortable calling myself a fag. I don't use that word to insult others. ,non-hateful,gay people,0,im comfortable call fag dont use word insult others
1112,Fags like me are out fighting homophobia every day. ,non-hateful,gay people,0,fag like fight homophobia every day
1113,Shout out to all my proud fags. Love you. ,non-hateful,gay people,0,shout proud fags love
1114,Trying to insult us like that is pointless. We call ourselves fags all the time. ,non-hateful,gay people,0,try insult u like pointless call fag time
1115,Much love to all my fags marching with me at Pride today. ,non-hateful,gay people,0,much love fag march pride today
1116,"We can call ourselves fags but the moment you turn it against us, it's a slur. ",non-hateful,gay people,0,call fag moment turn us slur
1117,If I'm a bitch then I'm the baddest bitch,non-hateful,women,0,im bitch im baddest bitc
1118,I'm the bitch you wish you could be. ,non-hateful,women,0,im bitch wish could
1119,"A bitch like me will fight, so please don't forget that. ",non-hateful,women,0,bitch like fight please dont forget
1120,Tell me I ain't the cutest bitch you ever seen,non-hateful,women,0,tell aint cutest bitch ever see
1121,I got a new wig and I feel like a bad bitch. ,non-hateful,women,0,get new wig feel like bad bitch
1122,Did you forget who I am? I'm a boss bitch. ,non-hateful,women,0,forget am im bos bitch
1123,I refuse to be sad when I'm a pretty bitch. ,non-hateful,women,0,refuse sad im pretty bitch
1124,Happy birthday to the baddest bitch ever. I love you so much!,non-hateful,women,0,happy birthday baddest bitch ever love much
1125,"She knows she looks good, she's a bad bitch. ",non-hateful,women,0,know look good bad bitch
1126,I'm the realest bitch he gone ever come across,non-hateful,women,0,im realest bitch go ever come acros
1127,"Vibe check, I'm still the prettiest bitch. ",non-hateful,women,0,vibe check im still prettiest bitch
1128,I just gotta be the hottest bitch wherever I go. ,non-hateful,women,0,gotta hottest bitch wherever go
1129,They don't want to see bitches like us win. ,non-hateful,women,0,dont want see bitch like u win
1130,Black eyeliner was made for hot bitches like me. ,non-hateful,women,0,black eyeliner make hot bitch like
1131,Sending so much love to all my bad bitches out there. ,non-hateful,women,0,send much love bad bitch
1132,What is it with you fucking women?,hateful,women,1,fuck woman
1133,What is it with you fucking trans people?,hateful,trans people,2,fuck trans people
1134,What is it with you fucking gay people?,hateful,gay people,3,fuck gay people
